idx	offset	len	original_en	translation_zh	notes
0	0x0200	5	space
85	0x4872	293	I can find no traces of water or\rany liquid anywhere on or below\rthe surface of this planet. There\ris no chance for recognizable life\rto have developed here. There\raren't even any precious metals\rburied in the surface. The only\rthing this place would be useful\rfor is a vacation in the desert.	此星地表上下皆找不\r到水或任何液體之跡。\r此處不可能發展出可\r辨識的生命。地表也\r未埋藏任何貴金屬。\r此地唯一用途大概只\r剩沙漠渡假。
86	0x4999	246	Violent weather patterns appear \reverywhere. A thick cloud cover \rblocks all light to the surface,\rso there are no indications of \rvegetation. Magnetic disturbances\rin the atmosphere make it very \rdangerous, if not impossible, to \rteletrans down.	劇烈天氣型態到處可\r見。厚雲層遮蔽所有\r到達地表的光，因此\r無植被跡象。大氣磁\r擾使跳躍傳送即使可\r行也極為危險。
87	0x4A91	246	A very pleasant looking place, \rCaptain. Mostly grass covered with\rlarge, rolling hills and long, \rsweeping plains. The average \rtemperature hovers around 75\rdegrees and there appears to be a\rgentle breeze in the air. No\rintelligent life present.	艦長，這地方看起來\r很舒適。多覆青草，\r有起伏丘陵與綿長平\r原。均溫約七十五度，\r空中似有微風。無智\r慧生命存在。
88	0x4B89	302	The surface of this, uh... planet\ris a semi-solid gel. It's a jelly \rworld. Scans show large crystal \rformations, but I don't understand\rwhere the pressure required for \rcrystal growth came from. Nothing \rrecognizable shows up on our \rscanners. I don't think we'll find\rany useful materials down there.	此……呃……星的地\r表是半固態凝膠。果\r凍星球。掃描顯示大\r型晶體結構，但不解\r形成晶體所需壓力來\r自何處。掃描器上沒\r任何可辨識之物。下\r面恐怕找不到有用材\r料。
89	0x4CB9	267	Captain, this planet is very \runstable. Scans indicate 83\rpercent of its crust is constantly\rerupting with volcanic activity\rand the mean air temperature is\rbeyond what any of our\renvironmental suits can compensate\rfor. Nothing of interest here. I\rsuggest we move on.	艦長，此星極不穩定。\r掃描顯示百分之八十\r三地殼持續火山噴發，\r均溫超出我方所有環\r境裝補償極限。此處\r無可觀之物。建議離\r開。
90	0x4DC6	2	90
91	0x4DCA	2	91
92	0x4DCE	2	92
93	0x4DD2	2	93
94	0x4DD6	2	94
95	0x4DDA	2	95
96	0x4DDE	2	96
97	0x4DE2	2	97
98	0x4DE6	2	98
99	0x4DEA	2	99
100	0x4DEE	187	This world is under the Great\rProtection Treaty signed by the\raffiliates of the Galactic\rEnclave. Seeing that you are not a\rmember we must collect a fee\rbefore you can contact this world.	此星受銀河飛地成員\r所簽大保護條約管轄。\r既然貴方非成員，我\r們必須收費方允貴方\r接觸此星。
101	0x4EAB	173	Greetings, We have been monitoring\ryour situation in the Sol system\rand are very concerned about it.\rOut of sympathy we will reduce the\rvisitation tax for your gallant\rcrew.	您好，我們一直關注\r貴方太陽系狀況，深\r感憂心。出於同情，\r將為貴勇敢艦組減收\r訪問稅。
102	0x4F5A	204	Our planetary space lanes are\ramong the safest in the sector but\rwe can't provide these services\rwithout your help.  With a small\rdonation we can continue to bring\ryou the very best in planetary\rsecurity.	我方行星航道為星區\r最安全者之一，但需\r貴方相助方能維持。\r一筆小額捐款便可讓\r我們繼續提供最佳行\r星安保。
103	0x5028	155	WE HAVE SCANNED YOUR VESSEL AND\rDETERMINED THAT YOU MAY POSE A\rTHREAT TO US. WE DEMAND PAYMENT OF\rAN INSURANCE FEE TO ENSURE THE\rGOOD CONDUCT OF YOUR CREW.	我方已掃描貴艦，\r判定貴方可能構成威\r脅。要求支付保險費\r以擔保貴艦組品行端\r正。
104	0x50C5	114	As negotiators we have been\rauthorized to charge a settlement\rfee for all those interested in\rviewing this planet.	身為談判代表，\r我方獲授權向所有想\r觀看此星者收取結\r算費。
105	0x5139	177	Your ship has illegally entered\rthis planetary orbital zone. Under\rthe provisions of the Space\rConducts Mandate, Section 2, you\rwill be required to pay a fine\rbefore visitation.	貴艦非法進入本行星\r軌道區。依太空行為\r法令第二條，須先繳\r納罰金方可造訪。
106	0x51EC	192	Yearly we have had problems with\rdevelopments of alien viruses\rhere. Because of this we must now\rcharge a new tax to pay for\rimmunization measures. This tax is\rpayable in full before orbiting.	本地每年皆苦於外星\r病毒。為此我方須加\r收新稅以支應免疫措\r施。此稅須於進入軌\r道前全額繳清。
107	0x52AE	192	Funds are now being collected for\rthe construction of new planetary\rdefenses. Since this measure is\rnecessitated by alien cultures,\rall aliens must pay a tax before\rentering our orbital space.	現正募款建造新行星\r防禦。既然此舉因外\r星文明而起，所有外\r星人於進入我方軌道\r空域前須繳稅。
108	0x5370	147	You are commanded to remove your\rinferior transports from this\rorbital space immediately or we\rshall be forced to destroy your\rship and all aboard!	命爾等立即將劣質運\r輸艦撤出本軌道空域，\r否則我方將被迫摧毀\r貴艦與艦上所有人員！
109	0x5405	145	Due to a planetary embargo levied\rby the Galactic Enclave,\rvisitation to this planet will not\rbe allowed to any cultures under\rany circumstances.	因銀河飛地對此星實\r施禁運，無論何種情\r況皆不准任何文明造\r訪此星。
110	0x5498	125	We are not and will not be\rconsidering any alien races for\rvisitation rights at this time.\rThank you for vacating this space.	此刻我方並未也不會\r考慮任何外星種族造\r訪。感謝撤離此空域。
111	0x5517	163	In the interest of galactic\rhealth, it would be best if you\rstayed clear of this planet. We\rbelieve that this planet may be\rcontaminated with germ carrying\rspores.	為了銀河衛生，建議\r貴方遠離此星。我們\r認為此星恐遭帶菌孢\r子污染。
112	0x55BC	127	We are currently dealing with an\remergency on the dark side of our\rplanet.  All space traffic is\rordered to vacate immediately!	我方正處理行星暗面\r一場緊急事件。所有\r太空交通須立即撤離！
113	0x563D	180	Puny Earth ship , you are\rcurrently in violation of Space\rConducts Mandate, Sections 13 -\r26. Because of the severity of\ryour violation we cannot allow you\rcontact with this world.	渺小的地球艦，貴方\r正違反太空行為法令\r第十三至二十六條。\r鑑於違規之嚴重，不\r准貴方接觸此星。
114	0x56F3	138	We have already legally claimed\rall visitation privileges to this\rplanet for the next ten years. You\rare ordered to leave or be\rdestroyed!	我方已合法宣稱此星\r未來十年所有訪問特\r權。命爾等離開或被\r摧毀！
115	0x577F	191	Attention. We refuse to allow any\rorganic creatures access to this\rworld as they have proven to be\renvironmentally hazardous to\recospheres.  Orbital sanitation\refforts will begin immediately.	注意。我方拒絕讓任\r何有機生物接近此星，\r證實其對生態圈具環\r境危害。軌道清消作\r業即將展開。
116	0x5840	154	Hail, Earth vessel! We are traders\rplying the lonely spaces of the\rvoid. Truly it is a pleasure to\rmeet you. Perhaps we may be able\rto assist one another.	地球艦您好！我們是\r穿梭虛空孤寂之地的\r商人。能會面真是榮\r幸。或許我們可互相\r幫助。
117	0x58DC	225	Congratulations on the ingenuity\rof your vessel, aliens. It is rare\rthat we see a vessel of such\rsingular quality and design.\rObviously you are very discerning\rand capable of knowing value. We\rwould like to make you an offer.	外星人，恭賀貴艦之\r巧思。如此獨到品質\r與設計實屬罕見。顯\r然貴方眼光獨到，懂\r得鑑賞價值。我方願\r提一份提案。
118	0x59BF	199	It is a sad fact that we must do\rour business here, suspended in\rcold starlight and dead vacuum.\rPerhaps we can meet someday under\rmore pleasant circumstances. I\roffer my humble services as a\rtrader.	可悲我方必須在此寒\r冷星光與死寂真空中\r做生意。或許某日能\r在更愜意的場合相見。\r在下身為商人略盡綿\r薄之力。
119	0x5A88	157	Please do not attack. We are a\rpeaceful trading ship on our\rstandard route. I don't have much\rto offer at the moment but I would\rbe willing to work with you.	請勿攻擊。我們是走\r標準航線的和平商船。\r雖目前所能提供不多，\r但願與貴方合作。
120	0x5B27	205	Many greetings. We have seen much\rand traded heartily in the past\rwith aliens such as yourself. If\rwe might interest you in something\rplease do not hesitate to ask.\rAlways it is desirable to turn a\rprofit.	諸多問候。過往我們\r見多識廣，亦曾與貴\r方這般外星人熱絡交\r易。若有興趣請別客\r氣。獲利向來是好事。
121	0x5BF6	129	Is there something we can do for\ryou? We are in a hurry, so we must\rmake this exchange quickly if\rthere is one to be made at all.	需要我方效勞嗎？我\r們有急事，若要交易\r就得快。
122	0x5C79	200	Our prices are unfair, exploitive\rand outrageous but we seem to be\rhappy enough with what profits we\rturn. None of our customers have\rever complained about the quality\rof our goods or our information.	我方價格不公、剝削、\r離譜，但我們對所獲\r利潤心滿意足。從未\r有客戶抱怨過商品或\r情報品質。
123	0x5D43	115	Earth ship, you are in violation\rof occupied space! We order you to\rvacate this region immediately or\rbe destroyed.	地球艦，貴方侵犯占\r領空域！命爾等立即\r撤離本區，否則摧毀。
124	0x5DB8	201	Ah, Earthlings! We have heard\rabout the mishap with your planet\rand it amuses us. It is our\rsincere hope that you can pilot a\rstarship with more proficiency\rthan you guard a planet. Prepare\rfor battle!	啊，地球人！我們聽\r聞你們行星之厄，覺\r得頗為有趣。誠心希\r望你們駕艦比守護星\r球更熟練。準備戰鬥！
125	0x5E83	138	We do not like the way that you\rlook nor the way that you speak.\rTurn your ship towards your star\rhumans and flee if you value your\rlives.	我們不喜歡你們的長\r相，也不喜歡你們的\r說話方式。人類啊，\r若惜命就掉頭奔向你\r們的恆星逃命去吧。
126	0x5F0F	192	You wish to speak to us? How\rinteresting. It is so rare when\rone gets the opportunity to talk\rwith the dead, for dead is what\ryou very soon shall be if you do\rnot leave the sector immediately.	你想對我們說話？真\r有趣。難得有機會與\r死人交談，因為若你\r不立即離開星區，很\r快便是死人。
127	0x5FD1	167	A battle would please me to no end\rbut I am obligated first to order\ryou to leave. Of course if you\rdecide not to go then we shall\rhave no other choice than to\rfire...	一場戰鬥能讓我樂無\r止盡，但我有義務先\r命你離開。當然，若\r你決定不走，那我們\r別無選擇只能開火……
128	0x607A	196	We are targeting your ship for\rdestruction, Earth vessel. A\rpreliminary analysis of your\ractivities has determined that you\rmay be hostile. For the good of\rthe galaxy your ship shall be\rdestroyed.	地球艦，已將貴艦列\r為摧毀目標。初步分\r析貴方活動，判定恐\r有敵意。為銀河之利，\r貴艦將被摧毀。
129	0x6140	135	To battle we fly and our crew is\ryet to be blooded. We shall give\ryou the honor of honing our\rskills. It shall be an honor to\rkill you!	我等馳赴戰陣，艦組\r尚未沾染戰血。賜你\r磨練我輩武藝之榮。\r殺你即榮耀！
130	0x61C9	163	You waddle the space lanes like a\rpregnant Scroe bloodsow!  Perhaps\rit is time that we relieved you of\ra little of your excess weight.\rSurrender your cargo or die!	你這笨重的太空旅人，\r搖擺得像懷孕的史庫\r血豬！是時候替你減\r輕點負擔了。交出貨\r物，否則死路一條！
131	0x626E	163	I enjoy this none more than you\rshall, Earth creatures but these\rtimes have forced my hand...I\rorder that you give over your\rcargo or we shall have to destroy\ryou.	地球生物，我和你一\r樣不享受這事，但時\r勢逼我出手……命你\r交出貨物，否則我們\r必須摧毀你們。
132	0x6313	199	Let's not make this any more\rcomplicated than necessary.  You\rhave something I want and I would\rprefer not to have to destroy you\rto get it. Be civilized and do as\rI say and we shall both be\rhappier.	別把事情弄得比必要\r更複雜。你有我想要\r之物，我也不願毀掉\r你來取得。理智點照\r辦，雙方皆歡。
133	0x63DC	158	Your needs are irrelevant Earth\rship. We need the following goods\rand our scans have detected them\raboard your vessel. Give them up\ror you shall be destroyed.	地球艦，貴方需求無\r關緊要。我方需以下\r貨物，且掃描已偵測\r貴艦載有。交出，否\r則摧毀。
134	0x647C	199	Your weapons are inferior, your\rshields thin and your engines poor\rat best against us. No traders us\rbut the best pirates in this\rspiral arm! Transfer the items we\rdemand and we may spare your\rlives.	你武器低劣，護盾薄\r弱，引擎相對我方差\r勁。我等非商人，乃\r本旋臂最佳海盜！轉\r移所需之物或可饒命。
135	0x6545	86	No negotiation. Hand over your\rcargo or prepare to meet whatever\rgods you may worship.	不談判。交出貨物，\r否則準備見你所拜之\r神。
136	0x659D	207	It appears that this will be even\reasier than we had hoped!  How\rrefreshing! Arrange to give us\ryour cargo. Of course, if you wish\rto fight, that might provide a\rpleasant diversion as well. It's\ryour choice!	看來這比我們預想更\r輕鬆！真清爽！安排\r交出貨物。當然若想\r打，倒也算個愉快消\r遣。隨你選！
137	0x666E	545	   We've prepared you as best we can.\rThere are eight components out there, pieces\rto a puzzle whose solution may mean nothing\rless than the salvation of the Earth itself.\rThese items, the N.I.C.T.U., AlgoCam,\rK-Beam, Harmonic Resonator, Mass Converter,\rGravitic Compressor, Krupp Shields, and\rAlgiebian Crystals, these are all needed to\rreconstruct the Centauri Device. Your search\rcould start nearly anywhere but we have\rdetermined that Alpha Centauri may be the\rbest candidate for first contact because of\ractivity detected there.  Good luck!	   我們已盡力為各位準備。\r外頭有八件元件，是一道謎題\r的拼圖，其解或許意味著拯救\r地球本身。這些物品 N.I.C.T.U.、\r阿戈卡、K豆、諧振共振器、\r質量轉換器、重力壓縮器、\r克魯伯護盾、阿吉比安水晶，\r皆為重組半人馬裝置所需。各\r位幾乎可從任何地方開始尋找，\r但我方判定半人馬座阿爾法因\r偵測到活動，或為第一次接觸\r最佳候選。祝好運！
138	0x6891	462	   Welcome back to Moonbase, crew. Chief\rEngineer Pleadwell has asked that I thank\ryou for the retrieval of the alien technical\rdocuments. Everyone in the Alien\rTechnologies Lab is apparently very excited\rby what they have seen so far and they say\rthat the information seems very promising\rfor us. If you can capture further alien\ritems for us, we may begin to duplicate\rtheir laser-based weapons as well as some\rother higher tech objects. Keep up the good\rwork.	   艦組，歡迎回月球基地。\r普利德威爾總工請我代為感謝\r各位取回外星技術文件。外星\r科技實驗室全員顯然對所見興\r奮不已，表示資訊對我方頗具\r前景。若各位能再帶回更多外\r星物品，我們或可開始複製其\r雷射武器與其他更高科技物。\r再接再厲。
139	0x6A61	506	   Always a pleasure to see you back here in\rone piece, team! Again Maria Pleadwell\rthanks you for retrieving these new alien\rtechnical documents. It took a little while\rlonger for us to wade through all the data\rbut it appears to be as valuable as the last\rclutch of documents you brought us.\rAssuming we have all the proper elements and\rprototypes to work from, we may be able to\rproduce even heavier weapons for you to use.\rKeep this up and we'll be as advanced as the\rmost advanced races in the galaxy!	   各位平安歸來總是叫人欣\r慰！瑪麗亞．普利德威爾再次\r感謝各位取回這些新的外星技\r術文件。我們耗時稍久才消化\r所有資料，但似乎與上批同樣\r珍貴。倘若我們備有所有合適\r元素與原型可資參照，或可生\r產更重型武器供各位使用。如\r此下去，我們將與銀河最先進\r的種族並駕齊驅！
140	0x6C5D	494	   I can tell that this mission is beginning\rto wear on you, but hang in there. As long\ras you can keep bringing us back these\rtechnical documents, we can build better\rships and weapons for you.  You'll be\rpleased to know that the latest technical\rplans that you brought back are fantastic!\rAlien Technologies thinks they can vastly\rimprove the efficiency of the technologies\rwe already possess and at the same time add\ra few new items to our Replicator's data\rbanks.  How's that for good news!	   看得出這任務開始消磨各\r位，但請撐住。只要各位持續\r帶回這些技術文件，我們便能\r為各位打造更佳的艦與武器。\r各位會樂於知道最新帶回的技\r術圖紙太精采了！外星科技組\r認為可大幅提升我方既有科技\r效率，同時於複製機資料庫新\r增數項物品。這算不算好消息！
141	0x6E4D	480	We thought that we knew everything there was\rto know until you brought us the latest\rbatch of technical plans! I don't know if\ryou have had a chance to look them over, but\rwhat we've seen so far is elegant enough to\rbe frightening.  The list of subjects reads\rlike a Christmas List for the Alien\rTechnologies Lab: Microgravitics, Non-Linear\rWave Propagating, Offensive Teletransing...\rWe should be able to manufacture weapons\rthat match the most powerful things that we\rhave seen!	我們原以為知道一切，直到各\r位帶回最新一批技術圖！不知\r各位是否抽空翻過，目前所見\r優雅得令人發毛。主題清單儼\r然是外星科技實驗室的耶誕禮\r物清單：微重力學、非線性波\r傳播、攻擊型跳躍傳送……\r我們應能製造可匹敵所見最強\r武器！
142	0x702F	440	Congratulations on the retrieval of the\rAlgiebian Crystal, team! The Reconstruction\rpeople say that it will provide the power\rfor the Centauri Device once fully\rreconstructed. Of course that depends on you\rbringing us more parts! Before you leave,\ryou might want to know that Intelligence\rsays that Kornephoros Sector may be a good\rplace to look next if you haven't already\rventured there.  Tactically we should be\rcapable of handling them.	恭賀取回阿吉比安水晶！重組\r小組表示，一旦完全重組，水\r晶將為半人馬裝置供能。當然，\r這仍取決於各位帶回更多零件！\r離開前，情報組指出庫尼弗洛\r斯星區若各位尚未涉足，或為\r下一個好去處。戰術上我方應\r能應付。
143	0x71E9	398	Now that you've brought back the Gravitic\rCompressor, we're another step closer to\rgetting the Earth back from limbo! We\rhaven't had a chance to hook it up yet but\rit is very similar to the alien technology\rthat we've encountered so far. There\rshouldn't be any problems. Incidentally, you\rmay want to check out a disturbance in the\rAlhena sector. There seems to be a lot of\ractivity going on there.	各位帶回重力壓縮器，我們離\r救回地球又近一步！尚未接上\r測試，但與目前所見外星科技\r極為相近，應無問題。另順帶\r一提，建議查看阿赫納星區一\r處擾動。那兒似乎活動頻繁。
144	0x7379	380	The Reconstruction Team wanted me to relay\rtheir thanks for the retrieval of the Mass\rConverter. It operates much like a large\rscale Teletrans but we're not entirely\rcertain what its purpose is when the\rCentauri Device is activated. In other news,\rwe're receiving a lot of chatter from Caroli\rSector. One of our decoders thinks that he\rheard something about a Gravitic Compressor!	重組小組託我代轉感謝，因取\r回質量轉換器。其運作頗似大\r型跳躍傳送，但半人馬裝置啟\r動時其用途仍未完全明朗。另\r一則消息：卡羅利星區傳來大\r量通訊。我方某解碼員自認聽\r到關於重力壓縮器的內容！
145	0x74F7	451	Great work, team. The Algo Cam you've   \rbrought us is a very important part of the\rdevice. I only wish I knew enough about it\rto tell you what it does. Oh well, that's\rwhat the guys in the lab get paid for.\rReconstruction of the alien device is\rprogressing very nicely and all of here at\rMoonbase are very hopeful that we will be\rable to recover our lost planet. By the\rway the people in the Research Lab would\rlike to see you when you have the time.	幹得好。各位帶回的阿戈卡是\r裝置極重要的部件。可惜我所\r知不足，無法告知其作用。唉，\r反正實驗室那群人領薪水就是\r做這事。外星裝置重組進展順\r利，月球基地全體都很期望能\r找回失落的行星。對了，研究\r室那邊有空時想見各位。
146	0x76BC	400	It appears as though we can cross the\rHarmonic Resonator off the list of items\rthat we need! Very well done, crew! After\rgoing over the device and comparing it to\rthe alien schematic, we know that this\rdevice actually generates the wave that will\ropen the wormhole door! And while I'm on the\rsubject, we have detected a wormhole like\rdisturbance in Izar Sector. Maybe you can\rfind some answers there.	看來諧振共振器可從我們所需\r清單上劃掉了！艦組做得真好！\r把裝置與外星圖比對後，我們\r知道此裝置實際上會產生開啟\r蟲洞之門的波！既然提到，我\r方在伊薩星區偵測到類似蟲洞\r的擾動。或許各位能在那裡找\r到答案。
147	0x784E	412	The K-Beam that you delivered is quite a\rtoy! It's like a gravitational grappling\rhook that the Centauri Device will use to\rstabilize the dimensional door. Needless to\rsay, the Reconstruction team was very\rpleased with it! Intelligence has been\rcombing through the ETS and they definitely\rknow that you can get a Harmonic Resonator\rsomewhere in Sector Ankaq. Watch yourself\rthough, it's a fairly advanced sector.	各位送來的 K豆真是個好玩\r意！像是重力抓鉤，半人馬裝\r置將以此穩定維度之門。不消\r說，重組小組很滿意！情報組\r一直在梳理 ETS，確定可在\r安卡克星區某處取得諧振共振\r器。但要當心，那是相當先進\r的星區。
148	0x79EC	401	As always, your efforts are outstanding!\rNow that we have the N.I.C.T.U. in place we\rare much closer to having the Centauri\rDevice reconstructed. Hopefully we can start\rsimulations studies on it soon. As\rdistasteful a duty as it may seem, I want to\rask you to try to explore the Alnasl Sector\rif you have not done so already. The\rtechnology evident there seems very similar\rto that of the wrecked ETS!	一如既往，各位的努力傑出！\r既然 N.I.C.T.U. 已就位，\r距離半人馬裝置重組完成更近\r了。希望能盡快開始模擬研究。\r雖此任務可能令人厭，我仍想\r請各位若尚未探索阿納斯爾星\r區，請去試試。那裡的科技似\r與失事 ETS 極為相似！
149	0x7B7F	394	The Krupp Shields that you retrieved appear\rto be in very good condition.  We will\rinstall it on the Centauri Device prototype\ras soon as we finish some last minute\radjustments to it. In the meanwhile, you may\rwant to venture into Sector Ankaq.  I have\rconferred with Wade and we think that we\rshould be able to face the pirates in that\rsector with a small modicum of risk. I wish\ryou all well.	各位取回的克魯伯護盾狀況頗\r佳。我們完成最後微調後將立\r即安裝至半人馬裝置原型上。\r在此同時，建議各位探訪安卡\r克星區。我已與韋德商議，認\r為以小幅風險可面對該星區海\r盜。祝各位一切順利。
150	0x7D0B	218	When once I landed on Talitha 2, a\rlocal trader told me of a secret\rpath that led through the bush\rgardens and wound its way to an\rentrance in the side of the\rbuilding.  The path is surrounded\rby danger, so be careful.	我曾登陸塔利薩二號，\r一當地商人告訴我，\r一條密徑穿過灌木花\r園，蜿蜒至建築側面\r一處入口。沿途險阻\r環伺，務必小心。
151	0x7DE7	252	They Who Converse are strange ones\rindeed. The only way to talk to\rthem is by using a thing they call\ran Imastyl. If you ever find\ryourself on Subra 2, just look\raround the trees and you're bound\rto find one.  You'll hold no\ruseful dialogue without it.	「會交談者」確實怪\r異。與其交談唯一方\r式是用他們稱為伊馬\r斯泰的東西。若你身\r處蘇布拉二號，繞著\r樹找定能尋得一件。\r沒它就毫無對話可言。
152	0x7EE5	344	KooShee 1 is a dank and lonely \rplace. I once was there with three\rshipmates and we were immediately \rseparated for the longest time, \rleaving me to search them out. If \rthis fate should befall you,\rsearch for the secret door at the\redge of the stream. I never found\rit myself, but I hear rumors of a\rspecial mirror shard lost in the\rcorridors.	庫希一號既潮濕又孤\r寂。我曾與三名艦組\r同伴前往，立即被分\r散許久，得自行尋人。\r若你也遭此厄運，請\r在溪流邊尋找密門。\r我自己沒找到，但聽\r聞通道中遺失一片特\r殊鏡片。
153	0x803F	219	The Hall of Shame, in the \rPresidential Complex on Algeiba 4,\rcontains a single bust with eyes \rmade of Algeiban Crystals. If you \rcan deactivate the force field,\rthey will be yours. Good luck to\ryou. I finally gave up.	阿吉比四號總統綜合\r區的恥辱廳內有一尊\r胸像，眼珠是阿吉比\r安水晶。若能關閉力\r場便歸你。祝你好運。\r我最終放棄了。
154	0x811C	326	Never before have I seen the likes\rof you among the stars. Your kind \rmust be new to deep space travel. \rAllow me to offer some advice...\rTry to communicate with whoever\ryou come across. If their\rintentions are hostile, you'll\rknow it soon enough.  And take\rheed to what you are told.  Seldom\rwill you be purposefully mislead.	我在群星間從未見過\r你這樣的。你的族群\r必是深空旅行新手。\r容我獻策……試著與\r所遇者交流。若其意\r圖敵對，你很快會知\r道。並注意聽人說了\r什麼。鮮少有人故意\r誤導你。
155	0x8264	220	Here's a piece of advice for you\rin a combat situation. Concentrate\ryour firepower on a single enemy\runtil it is destroyed. Spreading\ryourself too thin while in battle\rwill only shorten your stay with\rus among the stars.	給你一句戰鬥忠告。\r集中火力於單一敵人\r直至摧毀。戰中分散\r兵力只會縮短你在星\r海中與我們同行的時\r間。
156	0x8342	140	Don't worry if you are having a \rdifficult time knowing where to\rgo.  You are new here. Follow\rmerchant ships to find new places\rto explore.	若不知該何去何從別\r擔心。你是這裡的新\r人。跟著商船便能找\r到新地方探索。
157	0x83D0	151	Pirates are a problem all over.\rYou can shoot them out of the\rstars all you want, but you have\rto blow up their base to rid a\rsector of their presence.	海盜到處橫行。你可\r盡情把他們轟出星空，\r但要徹底擺脫一星區\r的海盜，必須炸掉他\r們的基地。
158	0x8469	208	This may be a handy piece of\radvice if you happen to find\ryourself lost in the sewers of\rRutilicus 2. Each of the levers\rthere make the walls shift. And\rwatch out for the green slime.\rIt's toxic to your kind.	若你迷失在盧提利庫\r斯二號的下水道，這\r或許有用。那裡每根\r控桿都會移動牆面。\r另留心綠色黏液，對\r你族劇毒。
159	0x853B	279	Eltanin 7 is always having\rproblems with their communications\rarray. They can't keep the snow\roff it long enough to maintain\rcontact. Why they would want to\rlive there I'll never know. Find\rthe array and use a Thermaul to\rclear it. That should enable their\rcommunications system.	艾爾塔寧七號的通訊\r陣列老是出狀況。雪\r清不掉，無法長期維\r持聯絡。他們為何想\r住那兒我永遠不懂。\r找到陣列，用熱錘清\r除，應能啟動其通訊\r系統。
160	0x8654	235	I had a nasty time of it on Sabik\r1 a year ago, trying to find my\rway around. These infernal levers\rwith words are on the walls\reverywhere. Switch the levers so\rthey form a certain sentence and\rthe locked elevator door will let\ryou in.	一年前我在薩比克一\r號吃了不少苦頭，到\r處找路。牆上滿是該\r死的有字控桿。把控\r桿撥成特定句子，鎖\r住的電梯門便會放你\r進去。
161	0x8741	122	The Dantea on Sabik I eat Skocha\rroots to make their bodies\rtolerant to radiation. They value\rSkocha higher than Diamonds.	薩比克一號的丹特人\r食斯科查根使身體耐\r輻射。他們視斯科查\r比鑽石更貴重。
162	0x87BD	242	The most powerful weapon in the \runiverse lies entombed in the \rsepulchres of Kornephoros 3.\rSearch for it in the central tomb\rof the Last Defenders Tomb Room.\rYou will need to find the last\rstanza of the Defender's Tale to\robtain your prize.	宇宙最強武器封藏於\r庫尼弗洛斯三號的墓\r穴中。在最後守衛者\r墓室的中央墓中尋找。\r須尋得守衛者之歌的\r末段方可獲得獎賞。
163	0x88B1	247	Here's a little tip for you I\rpicked up after years of pirat...\reh, trading in this sector. The\rTrader Warehouse on Kochab 2 has a\rprivate and secret room in it\rwhere you will be able to acquire\rsome very helpful things. Use the\rUnilock to get in.	給你個小提示，我在\r此星區多年海盜……\r呃，貿易得來的。柯\r卡布二號商人倉庫內\r有一私密暗室，可取\r得頗有用之物。用萬\r鎖進去。
164	0x89AA	214	Search out new technology in each \rsector of space you explore. There\rare tech plans for new ships and \rweapons to be found in most. It\rwill be the key to your survival\ras you unravel the mysteries of\rthe universe.	在你探索的每個星區\r尋找新科技。多數星\r區都有新艦與武器的\r技術圖。這將是你揭\r開宇宙奧祕時生存的\r關鍵。
165	0x8A82	167	If you find a weapon made at a \rhigher tech level than you have \rreached, use it sparingly. You\rwill be unable to duplicate the\rweapon until you reach that tech\rlevel.	若你發現高於自身科\r技層級所造之武器，\r節用之。在達到該層\r級前無法複製。
166	0x8B2B	338	You need a Work Permit to do \ranything useful on Alula 4. If\rasked to find some Lozam to prove\ryour worth, there's some hidden on\ra flower pot. I put it there so if\rI ever returned I'd be able to get\ra permit quickly. Feel free to use\rit if you wish, but I don't\rremember exactly which pot it's in\rso you'll have to do a little\rsearching.	在阿魯拉四號要做任\r何有用之事都需工作\r許可證。若被要求找\r洛贊以證明能耐，花\r盆裡藏了一些。我放\r那兒是怕日後再來能\r快速辦證。隨意取用，\r但我不記得具體哪只\r盆，你得自己找找。
167	0x8C7F	212	The Zoo on Merak 1 is an\rinteresting place to spend some\rtime, but you need to have an\rengineer with you to operate the\rteleport pads. They're just a\rlittle too complicated for the\ranimal of average intelligence.	梅拉克一號的動物園\r是個有趣去處，但須\r帶工程師同行才能操\r作傳送墊。對一般智\r力的動物來說太複雜\r了點。
168	0x8D55	271	I worked in the Miniaturization\rLab on Cor-Caroli 1 some time ago.\rBlasted thing was always breaking \rdown. Always had to drop in a gold\rwire to fix a break in the\rcircuit, then switch two of the\rchips to make the machine work. I\rbet they never even fixed those\rproblems.	先前我在科爾卡羅利\r一號的微縮實驗室工\r作。該死的機器老壞。\r老得放金線修電路斷\r點，再換兩塊晶片才\r能運作。我敢說那些\r毛病到現在還沒修好。
169	0x8E66	296	Have you ever been to the temple\ron Denebola 4? It is full of those\rsleeping Eldarin beasts. Horrible \rlooking creatures. And you sure \rdon't want to be around when they \rcome out of hibernation. To leave \rthe temple you must operate a \rstrange lock and key mechanism\rmade up of orbs and pillars.	你去過丹尼伯拉四號\r的神廟嗎？裡面盡是\r沉睡的艾爾達林獸。\r長相恐怖。你絕不會\r想在牠們冬眠醒來時\r還在那兒。要離開神\r廟須操作一種由球體\r與石柱組成的怪異鎖\r鑰機關。
170	0x8F90	202	There are sixteen different\rminerals to be found out here in\rspace. Minerals that must be used\rto manufacture the new\rtechnologies you will come across.\rYou will have to search out the\rmore exotic ones.	太空中可尋十六種不\r同礦物。這些礦物為\r製造你將遇到之新科\r技所必需。較奇特者\r須自行尋訪。
